Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
Plot/Land,"Badheri Rajputan, Haridwar",Shubham City,"Gated society , hrda and rera approved, security, water, severage, near to nh58.","1,935 sqft",Plot Area,₹50.31 Lac,"₹2,600 /sqft",0
3 BHK,"dev builder, Haridwar",IDFL Dev Apartments Phase 2,"We are the proud owners of this 3 bhk apartment available in idfl dev apartments phase 2, dev builder, haridwar. This it is a and the unit is located on ground floor and has a carpet area of 750 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",750 sqft,Carpet Area,₹20 Lac,"₹2,666 /sqft",2
Plot/Land,"Arya Nagar, Haridwar","Arya Nagar, Haridwar",Plot situated at arya nagar opposite indian bank lane near shivalik shishu jr high school,"1,800 sqft",Plot Area,₹1.9 Cr,"₹10,555 /sqft",0
10 BHK,"Salempur, Haridwar",shivam vihar,"We are the proud owners of this 9 bhk apartment available in shivam vihar, salempur, haridwar. This unfurnished apartment it is a and the unit is located on 4th floor and has a carpet area of 1500 sq.Ft. . It has 10 bathroom(s) and 1 balcony(s). The unit is located in a co-Operative society.","1,500 sqft",Carpet Area,₹1.4 Cr,"₹9,333 /sqft",10
5 BHK,"Sidcul , Haridwar","Sidcul , Haridwar","In the house 
5 shops and 3 side open area","1,250 sqft",Plot Area,₹85 Lac,"₹6,800 /sqft",3
1 BHK,"Shantikunj, Haridwar",Ansals Anand Dham,It's well maintained society. Nice view,350 sqft,Carpet Area,₹11.5 Lac,"₹3,285 /sqft",1
Plot/Land,"Jwalapur, Haridwar","Jwalapur, Haridwar","Residential plot in sri chandra nagar haridwar, society is mostly constructed with very few vacant plots, surrounded by good neighborhood","1,540 sqft",Plot Area,₹70 Lac,"₹4,545 /sqft",0
3 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","Looking for buyer to purchase our house/villa available for sale in navodaya nagar, haridwar. Available at price of rs 30 lacs. It has plot area of 810 sq ft. It has 3 bhk, 2 bathroom, 1 balcony.It is a freehold property",810 sqft,Plot Area,₹30 Lac,"₹3,703 /sqft",2
1 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"Om ramaye namah , haridwar near about patanjali yogpeeth","1,100 sqft",Super Built-up Area,₹36 Lac,"₹4,000 /sqft",1
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","Hrda approved
30 feet road
Water connection
Street light 
Boundary
Gated society","1,150 sqft",Plot Area,₹30 Lac,"₹2,608 /sqft",0
Plot/Land,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar",Indipandit proparty picefull colony .Coming metro projects pass by u k govt likely holy plcee.Near by shanti kuj ashrm and bhart mata mandir and rishikesh national higway . Harkipuri in 5 km,"3,250 sqft",Plot Area,₹4 Cr,"₹12,307 /sqft",0
2 BHK,"Jwalapur, Haridwar",Kanak Nakshatra Vatika,"We have a house/villa available for sale in sidcul, haridwar. Available at price of rs 18 lacs. It has plot area of 550 sq ft. It has 2 bhk, 1 bathroom, 1 balcony.It is a freehold property",550 sqft,Plot Area,₹18 Lac,"₹3,272 /sqft",1
5 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","I have a builder floor available for sale in bahadarabad, haridwar. Available at price of rs 65 lacs. It has super area of 1000 sq ft. It has 5 bhk, 5 bathroom, 1 balcony.It is a freehold property","1,000 sqft",Super Built-up Area,₹65 Lac,"₹6,500 /sqft",5
11 BHK,"Sultanpur Majari, Haridwar","Sultanpur Majari, Haridwar","Currently, the rental income from the property is 40,000.","1,350 sqft",Plot Area,₹68 Lac,"₹5,037 /sqft",5
Plot/Land,"Suman Nagar, Haridwar",VIP Colony,"It is a 38*48 plot in vip colony, suman nagar, haridwar. Society is in the development phase with many reputed families already living. It is a peaceful place with lots of birds and greenery around. Mountains are also visible from the colony (Sometimes, snow mountains). Two highways are within 100m of the plot.","1,824 sqft",Plot Area,₹35 Lac,"₹1,918 /sqft",0
8 BHK,"Aneki Hetmapur, Haridwar","Aneki Hetmapur, Haridwar",This property is near dehradun biharigarh highway,"1,900 sqft",Plot Area,₹30 Lac,"₹1,578 /sqft",3
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","Near school and colleges and daily need shops,park,temple,petrol pump",760 sqft,Plot Area,₹12.92 Lac,"₹1,700 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Adiyogi Haridwar,"Plot available for sale
...............................................",756 sqft,Plot Area,₹32 Lac,"₹4,233 /sqft",0
2 BHK,"shakhar enclave phase 2 thdc roshnabad, Haridwar","shakhar enclave phase 2 thdc roshnabad, Haridwar","Temple 30 feet road gated society ,light water connection gas pipe line .Near schools bml munjal,
Oxford","1,150 sqft",Built-up Area,₹35 Lac,"₹3,043 /sqft",1
Plot/Land,"Kankhal, Haridwar",Raja Garden,"We have a land available for sale in kankhal, haridwar. Available at price of rs 33.44 crores. It has plot area of 111763 sq ft. It is a freehold property","111,763 sqft",Plot Area,₹33.44 Cr,"₹2,992 /sqft",0
4 BHK,"vivek vihar colony, Haridwar","vivek vihar colony, Haridwar","The property is just 3km from haridwar station and jwalapur station. Close to ranipur more locality full of commercial properties. Close to bhel colony, ganga ghats, school colleges, hospital, banks, restaurants, petrol pumps, well connected.",420 sqft,Plot Area,₹46 Lac,"₹10,952 /sqft",3
1 BHK,main highway delhi haridwar 2 km before har ki podi,gyatri lok society,"We have a builder floor available for sale in main highway delhi haridwar 2 km before har ki podi, haridwar. Available at price of rs 35 lacs. It has super area of 500 sq ft. It has 1 bhk, 1 bathroom, 1 balcony.It is a freehold property",500 sqft,Super Built-up Area,₹35 Lac,"₹7,000 /sqft",1
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","I am looking for buyer to purchase land available for sale in roshanabad, haridwar. Available at price of rs 40 lacs. It has plot area of 1725 sq ft. It is a freehold property","1,725 sqft",Plot Area,₹40 Lac,"₹2,318 /sqft",0
3 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","Brokers stay away don't contact
Commercial property location
Shivalik nagar infront chandna medical store
Two sides road.
Infront open space","1,356 sqft",Plot Area,₹1.25 Cr,"₹9,585 /sqft",2
1 BHK,"Sidcul NH 73, Haridwar",Arrow Holiday Homes,It is a property by hero group and in industrial area of haridwar,485 sqft,Super Built-up Area,₹15 Lac,"₹3,092 /sqft",1
Plot/Land,"Salempur, Haridwar",Others,"Residential plot very close to sidcul,Sector-2, Haridwar","1,000 sqft",Plot Area,₹15 Lac,"₹1,500 /sqft",0
8 BHK,"Jwalapur, Haridwar",Krishna Nakshatra Home,"We have a builder floor available for sale in haripur kalan, haridwar. Available at price of rs 8250000. It has super area of 2016 sq ft. It has 8 bhk, 5 bathroom, 4 balcony.It is a freehold property","2,016 sqft",Super Built-up Area,₹82.5 Lac,"₹4,092 /sqft",5
8 BHK,"Motichur, Haridwar","Motichur, Haridwar","The locality is near highway (150mtr), regenta hotel (200mtr), shantikunj (1km), bharat mata mandir (1.5km), and raiwala (3km). The food delivery is also done by swiggy, zomato. The house is cleaned and tile installed in floor, bathroom, and toilet. 1 store room is also constructed. Its 6 bhk with ground and first floor. It is very near to nature and you will get fresh air. You can walk around ...","1,400 sqft",Plot Area,₹55 Lac,"₹3,928 /sqft",4
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","Location of plot, construction can be done as per your requirement,","2,310 sqft",Plot Area,₹55 Lac,"₹2,380 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,Next to school and main road and park,"1,080 sqft",Plot Area,₹25 Lac,"₹2,333 /sqft",0
Plot/Land,"NH-58, Haridwar",Hero Alaknanda,Residential plot for resale in hero alaknanda at nh-58 hero alaknanda nh-58,"1,097 sqft",Plot Area,₹22 Lac,"₹2,004 /sqft",0
4 BHK,"Sidcul , Haridwar","Sidcul , Haridwar","3year old self constructed luxury house ideal for residential and rental. 
Going permanent transfer from here.
Near sidcul bypass, barrier no. 6 shivam vihar colony, jamalpur khurd bahadrabad. 
2 km from bhel and kv school","1,340 sqft",Plot Area,₹34 Lac,"₹2,537 /sqft",3
2 BHK,"Kankhal, Haridwar",ManoharPuram,Residential apartment for sell.Located in kankhal.It is a unfurnished property.The property has 2 bedrooms with 1 bathroom .Property is built in 70.00 sq. Meter(Builtup area) available at an expected price of rs 1600000.Located on 1st floor out of the 3 the property comes with a good construction quality which ages 5-10 years old property,753 sqft,Built-up Area,₹16 Lac,"₹2,123 /sqft",1
4 BHK,"Kangari, Haridwar","Kangari, Haridwar",Interested to sell independent house/villa.Placed at kangari.Nice semifurnished enhancing decorit has spacious 4 bedrooms and 4 bathrooms. .Want to sell it for rs 4500000.It is a 5-10 years old property construction,"1,200 sqft",Plot Area,₹45 Lac,"₹3,750 /sqft",4
2 BHK,"Roshanabad, Haridwar",Haridwar Greens,"It a new property , school is in front of apartment .",735 sqft,Super Built-up Area,₹30 Lac,"₹4,082 /sqft",2
2 BHK,"Bahadarabad, Haridwar",Sri Hari Darshan,"Rera registered 
Hrda approved
Overhead water tank 
Gated colony 
Site on highway
 Cctv installed 
Best construction quality
Excellent location
50 families already living","1,000 sqft",Plot Area,₹35 Lac,"₹3,500 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar",Adiyogi Haridwar,"Adiyogi haridwar present vip segments 
All units are park facing",700 sqft,Plot Area,₹31 Lac,"₹4,428 /sqft",1
1 BHK,"Patanjali Yogpeeth, Haridwar",Pyramid Colonizers Subham,"1. Located opposite to crystal world 
2. Pyramid colonizer , subham haridwar
3. 12 kms from roorkee & 17 kms from harkipaudi
4. Well connected {400 meters} to roorkee - Hardwar mainroad",320 sqft,Carpet Area,₹9 Lac,"₹2,812 /sqft",1
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,"Facing green, ready to builds n occupy.","1,278 sqft",Plot Area,₹32 Lac,"₹2,504 /sqft",0
Plot/Land,"Mayapur, Haridwar","Mayapur, Haridwar",Residential plot is available for sale at the price of 800000,"1,000 sqft",Plot Area,₹8 Lac,₹800 /sqft,0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Aiming High Octagon Vista,"Plot/land available on sell in patanjali yogpeeth, haridwar. Contact us for price details. It is adjacent to crystal water park, patanjali yogpeeth and on the delhi to haridwar highway.","2,250 sqft",Plot Area,₹50 Lac,"₹2,222 /sqft",0
8 BHK,"Shantikunj, Haridwar","Shantikunj, Haridwar",Interested to sell independent house/villa.Placed at shantikunj.It has spacious 8 bedrooms  and 11 bathrooms. .Want to sell it for 1.1 crore.It is a 1 to 5 years old  construction,"2,016 sqft",Plot Area,₹1.1 Cr,"₹5,457 /sqft",11
4 BHK,"Shivalik Nagar, Haridwar",thdc coloniy,Verma propertis 500 sqft se lekar 2000 sqft tak home availabil han,"1,200 sqft",Plot Area,₹45 Lac,"₹3,750 /sqft",2
Plot/Land,"Dwarka Vihar, Haridwar",DWARIKA VIHAR,"Its owner posting so no brokerage.This is east facing plot with wide road in front of plot.The plot is around 1k m from river ganga.
25 feet road.","1,350 sqft",Plot Area,₹49.7 Lac,"₹3,681 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","We have a land available for sale in suman nagar, haridwar. Available at price of rs 22 lacs. It has plot area of 740 sq ft. It has 2 bhk, 1 bathroom, 1 balcony.It is a freehold property",740 sqft,Plot Area,₹22 Lac,"₹2,972 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","This plot is open from north & south direction. Corner plot so, end of the road can be used for parking car. This is inside a secured boundary with concrete roads (15 feet wide) and street lights. Some plots in this boundary have already constructed houses and family are living there peacefully. This is just 8 mins walk from holy ganga river. Industrial area sidcul is just 7 kms away and haridw...",800 sqft,Plot Area,₹9 Lac,"₹1,125 /sqft",0
2 BHK,"Shantikunj, Haridwar",shantikunj shantikuj harid,Near to shantikunj gayatri tirth,330 sqft,Carpet Area,₹19 Lac,"₹5,757 /sqft",1
Plot/Land,Uma vihar colony fase-2 gram jamalpur kala Haridwar juwalapur,"Uma vihar colony fase-2 gram jamalpur kala Haridwar juwalapur, Haridwar","Very mint and good property in rudki haridwar main road,football ground near by and ganga ji in the main road with 1.5 km also gurukul educational institution near by with very good market around.",565 sqft,Plot Area,₹30.5 Lac,"₹5,398 /sqft",0
2 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","The house is situated at well developed colony, nearest navodaya vidyalaya, roshnabad stedium and industrial area.",640 sqft,Plot Area,₹21 Lac,"₹3,281 /sqft",1
2 BHK,"Industrial Area, Haridwar","Industrial Area, Haridwar",Interested to sell independent house/villa.It is a 1-5 years old property constructionplaced at industrial area.Nice semifurnished enhancing decorit has spacious 2 bedrooms and 2 bathrooms. .Want to sell it for rs 5600000.,"1,210 sqft",Plot Area,₹56 Lac,"₹4,624 /sqft",2
2 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,Residential apartment for sell.Located on 5th floor out of the 6 located in roshanabad.It is a semifurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2000000.The property comes with a good construction quality which ages 1-5 years old property,700 sqft,Carpet Area,₹20 Lac,"₹2,857 /sqft",2
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",Best in class property available at kankhal location in haridwar,"1,600 sqft",Built-up Area,₹1.6 Cr,"₹10,000 /sqft",1
2 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,Best in class property available at jwalapur location in haridwar,880 sqft,Built-up Area,₹33 Lac,"₹3,750 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",This plot passed of hrda (Haridwar roorkee development athority) . Apposite by patanjali cottage.,841 sqft,Plot Area,₹29.5 Lac,"₹3,507 /sqft",0
2 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Near gurukul kangri university, attached with national highway just 5 mins walking distance , 4 km from har ki pauri, best colony of haridwar, rudraksh tree, mango tree, chandan tree, and many more plants in this property. Bank, hospital ,ganga ghat ,dominos ,burger king, hotels, market ,etc all near just 10 mint drive.","1,620 sqft",Plot Area,₹80 Lac,"₹4,938 /sqft",2
7 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar,Haridwar","Well connected to hospital, schools and market , east facing, 60 feet wide road front of the property, residential cum commercial property,","2,152 sqft",Plot Area,₹4 Cr,"₹10,952 /sqft",4
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",Suman nagar is a heart of haridwar very beautiful natyre eco friendly nature and eco friendly people,650 sqft,Plot Area,₹5.61 Lac,₹863 /sqft,0
2 BHK,"Bahadarabad, Haridwar",Raghunath Residency,1 km from sidcul very spacious neat and clean mountain view flat.,"1,200 sqft",Super Built-up Area,₹35 Lac,"₹2,916 /sqft",2
Plot/Land,"Jamalpur Kalan, Haridwar","Jamalpur Kalan, Haridwar",Two sided property. Gayatri puram jamalpur kalan,"1,200 sqft",Plot Area,₹26.8 Lac,"₹2,233 /sqft",0
4 BHK,"Haripur Kalan, Haridwar",Do manjila house,"4bedrooms 2baths
Independent house/villa for sale
In do manjila house, haripur kalan, haridwar, uttarakhand",700 sqft,Plot Area,₹52 Lac,"₹7,428 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Haridwar Paradise,"Located adjacent to the haridwar-Roorkee highway, the plot is an ideal place to build a house or for rental purposes. It offers the pleasant environmemt due to its location outside the busy city while not too far away for daily necessities. A metro line will soon be constructed and patanjali yogpeeth is already approved as a station. The site also offers the luxury of fresh air and peacefulness...",882 sqft,Plot Area,₹30 Lac,"₹3,401 /sqft",0
3 BHK,"Sidcul NH 73, Haridwar",Hero Gharaunda,Small budget house for small family good location best quality construction newly build,600 sqft,Plot Area,₹26 Lac,"₹4,333 /sqft",2
2 BHK,"New Shivalik Nagar, Haridwar","New Shivalik Nagar, Haridwar","Selling house in tehri vishthapit colony, ranipur haridwar (Near shivalik nagar)",877 sqft,Plot Area,₹42 Lac,"₹4,789 /sqft",3
Plot/Land,"Ranipur More, Haridwar","Ranipur More, Haridwar",Residential plot for resale in ranipur more ranipur more,"2,700 sqft",Plot Area,₹2 Cr,"₹7,407 /sqft",0
2 BHK,"Jwalapur, Haridwar",good,Living living living living living living,425 sqft,Plot Area,₹17 Lac,"₹4,000 /sqft",1
3 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"Property is located on main delhi haridwar highway and is located in the well renowned buider and developer , which is very well maintained.","1,210 sqft",Carpet Area,₹40 Lac,"₹3,305 /sqft",2
2 BHK,"Kankhal, Haridwar",Gayatri Lok Apartment,"The property is located on the main delhi hridwar highway, located on the most furnished and well maintained colony of haridwar.",800 sqft,Carpet Area,₹30 Lac,"₹3,750 /sqft",1
2 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar",A beautiful house in navodaya nagar roshnabad haridwar.,640 sqft,Plot Area,₹22.5 Lac,"₹3,515 /sqft",1
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"Property is hrda & rera approved, 3 sides open with front road 30 fts & other 2 sides 20 fts each. Property is mere 200mts from haridwar delhi national highway with all major food chains like kfc, starbucks, and pizzahut on walking distance Strategic location makes it ideal for rental income, investment, or personal use, major institutions like patanjali university, 5 star hotels like sarovar p...","1,158 sqft",Plot Area,₹55 Lac,"₹4,749 /sqft",0
2 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,Ideal society for those looking for a nice place to stay or enjoy summer holidays. Children school is attached to the boundary. Flat is park facing. The location is on delhi-Haridwar expressway. The society is 8 kms away from har ki pauri.,994 sqft,Carpet Area,₹35 Lac,"₹3,521 /sqft",2
4 BHK,"thdc navodya nagar, Haridwar","thdc navodya nagar, Haridwar",Front elevation ventilation space for parking,"1,433 sqft",Plot Area,₹65 Lac,"₹4,535 /sqft",4
2 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","We have beautiful newly constructed independent houses, interested buyers can contact us.
We charge 1% as commission.",800 sqft,Plot Area,₹37 Lac,"₹4,625 /sqft",1
2 BHK,"Jwalapur, Haridwar",Shriram Enclave Ramanand,"East facing
Road in front of porch, uninterrupted view
Can do modifications as per buyer",805 sqft,Plot Area,₹28 Lac,"₹3,478 /sqft",1
3 BHK,"Kankhal, Haridwar",a1 sandesh nagar haridwar,"We are proud owners of house/villa available for sale in kankhal, haridwar. Available at price of rs 2.2 crores. It has plot area of 1500 sq ft. It has 1 bhk, 3 bathroom, 1 balcony.It is a freehold property","1,500 sqft",Plot Area,₹2.2 Cr,"₹14,666 /sqft",3
Plot/Land,"Hetampur, Haridwar","Hetampur, Haridwar","L shape land with 2 bhk with loby area 1102 swt 
On 550 sqft 2 bhk and 550 plot in lshape 
For more can contact direct owner","1,102 sqft",Plot Area,₹25 Lac,"₹2,268 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",Plot near patanjali in front of crystal world only 350meter away from national highway,"1,600 sqft",Plot Area,₹30 Lac,"₹1,875 /sqft",0
3 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Near dps school, 
Near the market, 
 Bhel township, 
Haridwar temple
Pet friendly society
Safe environment","1,280 sqft",Plot Area,₹53 Lac,"₹4,140 /sqft",2
3 BHK,"Kankhal, Haridwar",sandesh Nagar kamkhal haridwar,My property location a1 sandesh nagar khamkhal hardware in property samarsaval is also,"1,500 sqft",Plot Area,₹2.2 Cr,"₹14,666 /sqft",2
3 BHK,"Arya Nagar, Haridwar","Arya Nagar, Haridwar","Three side open, near just 1 km new delhi national highway, near jwalapur railway station, near ganga nahar, har ki padi 3-4 km around, near haridwar tehsil etc.","1,150 sqft",Plot Area,₹80 Lac,"₹6,956 /sqft",1
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"Check out this 1 bhk apartment for sale in hero haridwar greens, a popular residential project that houses in-Demand flats in roshanabad, haridwar. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a super built up area of 485 sq.Ft. This flat lies on the top level of a 6 storey building. This 5-10 years old property is available for immediate possession as the project...",485 sqft,Super Built-up Area,₹13.99 Lac,"₹2,884 /sqft",1
Plot/Land,"Arya Nagar, Haridwar","Arya Nagar, Haridwar",Posh calony plot is approximately on main road arya nagar chowk to singdwar . Residential and commercial top class plot now there is no trees on plot ......,"1,800 sqft",Plot Area,₹2.75 Cr,"₹15,277 /sqft",0
4 BHK,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar","I have a house/villa available for sale in haripur kalan, haridwar. Available at price of rs 29 lacs. It has plot area of 500 sq ft. It has 4 bhk, 2 bathroom, 1 balcony.It is a freehold property",500 sqft,Plot Area,₹29 Lac,"₹5,800 /sqft",2
4 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","Connected to the main road, all services provided, can be used for rental purposes, near factories","2,178 sqft",Plot Area,₹65 Lac,"₹3,000 /sqft",4
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"The property is located behind patanjali yogpeeth at haridwar. It is a rera rera-Approved township. The property is most suitable for people employed in patanjali, hul, and akums. Also, anyone who is looking to invest or wants to live in a lush green peaceful environment. Haridwar is approx. 15 km away and it is very close to crystal world.","1,134 sqft",Plot Area,₹31.75 Lac,"₹2,800 /sqft",0
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","Looking for buyer to purchase our land available for sale in kankhal, haridwar. Available at price of rs 13200000. It has plot area of 2200 sq ft. It is a freehold property","2,200 sqft",Plot Area,₹1.32 Cr,"₹6,000 /sqft",0
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","Plot for sale 
 In front of netradham ashok vihar colony near kankhal police station way to ram krishna mission hospital
 20 meters from main road","1,200 sqft",Plot Area,₹72 Lac,"₹6,000 /sqft",0
Plot/Land,"Laksar, Haridwar",salempur bakkal,"Looking for buyer to purchase our land available for sale in laksar, haridwar. Available at price of rs 50 lacs. It has plot area of 900 sq ft. It is a power of attorney property",900 sqft,Plot Area,₹50 Lac,"₹5,555 /sqft",0
3 BHK,"vikas colony ranipur, Haridwar",sainy apartments,This property is located in main haridwar and all the connectvity is very easy. All the marts banks hospital is nearby and view is also very good,"1,100 sqft",Carpet Area,₹58 Lac,"₹5,272 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"Excellent hrda approved plot with 9 meter wide road, in the fully developed 2 gate colony with parks. Families are already residing in the colony. Patanjali yogpeeth city is the vicinity. Very near to delhi-Haridwar highway and crystal water park.",800 sqft,Plot Area,₹22 Lac,"₹2,750 /sqft",0
2 BHK,"New Shivalik Nagar, Haridwar","New Shivalik Nagar, Haridwar",New shivalik nagar narinivatika colony atal cook ke pass ready to move,687 sqft,Plot Area,₹45 Lac,"₹6,113 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar",Shubham Apartment,"We are the proud owners of this 2 bhk apartment available in shubham apartment, patanjali yogpeeth, haridwar. This semi-Furnished apartment it is a and the unit is located on 1st floor and has a carpet area of 25 sq.M. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.",270 sqft,Carpet Area,₹30 Lac,"₹11,108 /sqft",1
2 BHK,"Mayapur, Haridwar",Shubham Apartment,"Very near to haridwar railway station, bus stand n shiv murti chowk. .",270 sqft,Carpet Area,₹30 Lac,"₹11,108 /sqft",1
2 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Ye ghar haridwar ke sitapur jwalapur ki ganesh vihar colony mei hei . Jisme 2 bedroom, 2 bathroom one tiolet extra, big porch for gadi parking, pooja room, big mumti hei 32 lakh mei sell ke liye hei jo khatidna chahta vo contact kr skta hei","1,008 sqft",Plot Area,₹32 Lac,"₹3,174 /sqft",2
3 BHK,"Jagjeetpur, Haridwar",Colony,I am the owner of this house and i am the sixth one to sell it.,800 sqft,Plot Area,₹29 Lac,"₹3,625 /sqft",1
Plot/Land,"Bahadarabad, Haridwar",Hari Enclave,"Haridwar's most affordable gated township, it has a resort theme based entry, lush green park, 30ft. Wide roads, sewerage connection, security 24/7, temple, water and electricity connections..",958 sqft,Plot Area,₹14.84 Lac,"₹1,550 /sqft",0
3 BHK,"Govindpuri, Haridwar","Govindpuri, Haridwar","3 bedrooms, 1 kitchen, 1 store room, 2 bathroom",930 sqft,Plot Area,₹90 Lac,"₹9,677 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,"Plot no 460 , hero alaknanda green , opposite patanjali yogpeeth , on nh 58 , haridwar","1,405 sqft",Plot Area,₹38 Lac,"₹3,201 /sqft",0
5 BHK,"Shivalik Nagar, Haridwar",THIRHI visthapit colony,"Bhel haridwar thirhi visthapit colony mein ek 3 manjila makan bikau hai. Highlights-- Double side road hai, Front mein park hai, 2 makan ke baad pac training centre hai, Gas pipe line connection hai, Main road se second makan hai, 2 flour rent mein hai ek flour apne liea hai, rent per month 15000 aata hai, 1 minute drive from shivalik nagar, Sidcul industrial area 2 minutes, 2 minute drive from...",900 sqft,Plot Area,₹2 Cr,"₹22,222 /sqft",5
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar",20 bigha society with 2 park and 60ft road,"1,000 sqft",Plot Area,₹30 Lac,"₹3,000 /sqft",0
3 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,3 bhk apartment in haridwar greens society,"1,484 sqft",Super Built-up Area,₹51 Lac,"₹3,436 /sqft",2
3 BHK,"Nirmal apartment, Haridwar",Nirmal aparment,Near har ki pauri and good location,"1,150 sqft",Carpet Area,₹65 Lac,"₹5,652 /sqft",2
6 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar",Vip colony mein hai ek highway parr bilkul new house hai bhot achha kaam ho rkha hai,840 sqft,Plot Area,₹36 Lac,"₹4,285 /sqft",2
Plot/Land,"Crystal world NH 58, Haridwar","Crystal world NH 58, Haridwar","1. Main nh 58 connectivity 
2. Gated society 
3. 25-30 ft wide roads
4. Park
5. Streetlights 
6. Bank loan",825 sqft,Plot Area,₹24.75 Lac,"₹3,000 /sqft",0
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","We are proud owners of land available for sale in kankhal, haridwar. Available at price of rs 35 lacs. It has plot area of 1400 sq ft. It is a freehold property","1,400 sqft",Plot Area,₹35 Lac,"₹2,500 /sqft",0
2 BHK,"Patanjali Yogpeeth, Haridwar",Adiyogi Haridwar,This property is located at very good location near by national highway and crystal world good for investment purpose and give at least 12000 rupees per month rental income..,850 sqft,Plot Area,₹42 Lac,"₹4,941 /sqft",3
3 BHK,"Kankhal, Haridwar",Raja Garden,"3 bedroom, 2 washroom, lobby, waramda, seperate space for washing machine n cloth washing, dinning hall, kitchen, 500 ltr x 02 water tank, 1 hp water pump, igl gas connection proposed.",900 sqft,Plot Area,₹36 Lac,"₹4,000 /sqft",2
1 BHK,"Bhupatwala, Haridwar",Nirmal Dham Apartments,"1 bhk apartment in a fully secure gated society on a haridwar dehradun national highway,",538 sqft,Carpet Area,₹31 Lac,"₹5,760 /sqft",1
6 BHK,"Jiya Pota, Haridwar",Shree Ram Enclave,All facilities available in this colony.Two way house one side road around 22 ft and another way road around 35ft.The house was full maintained and fully furnished.,"1,016 sqft",Plot Area,₹75 Lac,"₹7,381 /sqft",4
Plot/Land,"Salempur, Haridwar","Salempur, Haridwar","60 feet road ,2 park ,24/7 security guard,power supply , water supply,civir line","1,000 sqft",Plot Area,₹27 Lac,"₹3,000 /sqft",0
3 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar","Well socieity, near dps school, near bhel,",790 sqft,Plot Area,₹45 Lac,"₹5,696 /sqft",3
